signature_id,context_id,terrain,mission,selected_beta_name,alternative_beta_names,choice_size,raw_decision_multiplicity,calibration_weight,exact_support_class,posterior_mean_motion,posterior_mean_stability,posterior_mean_energy,posterior_std_motion,posterior_std_stability,posterior_std_energy,posterior_map_motion,posterior_map_stability,posterior_map_energy,motion_q05,motion_q95,stability_q05,stability_q95,energy_q05,energy_q95,posterior_entropy_nats,posterior_entropy_normalized,posterior_information_gain_nats,posterior_effective_fraction,log_marginal_evidence,map_selected_choice_probability,posterior_expected_choice_probability
549,rough_train:rough_perlin:11,rough_perlin,stable,energy,balanced,2,3,0.2,strict,0.22736648706705304,0.3773291489102768,0.39530436402266966,0.18024701866144408,0.24854809535792238,0.24832382461147542,0.0,0.0,1.0,0.01,0.58,0.03,0.82,0.03,0.83,8.428042311105642,0.9860881493367094,0.11890383845994279,0.8878931778322754,-0.561963302237503,0.9196556836460996,0.6844032169375481
550,rough_train:rough_perlin:11,rough_perlin,stable,energy,balanced|motion,3,1,0.2,strict,0.20215220341136106,0.3779130763061077,0.419934720282531,0.15492324509841274,0.25115340749046566,0.24152092658849444,0.0,0.0,1.0,0.01,0.5,0.03,0.82,0.05,0.84,8.326706523922402,0.9742317756788047,0.2202396256431829,0.8023265169180047,-0.6418332672305764,0.9196556794816196,0.6981118236983351
551,rough_train:rough_perlin:11,rough_perlin,stable,energy,balanced|stability,3,1,0.2,strict,0.22469726187648897,0.3681231436272356,0.4071795944962749,0.17934557659473613,0.24606540383450726,0.24724998411289445,0.0,0.0,1.0,0.01,0.58,0.03,0.81,0.04,0.83,8.419266981978794,0.9850614283332906,0.1276791675867912,0.880135709915554,-0.6212569474713963,0.9178665253593565,0.6545456483299348
552,rough_train:rough_perlin:11,rough_perlin,stable,energy,balanced|motion|stability,4,1,0.2,strict,0.20156419271641715,0.36916962829453775,0.42926617898904507,0.1551982977422892,0.2483277102354205,0.24051909035207825,0.0,0.0,1.0,0.01,0.5,0.03,0.82,0.06,0.84,8.322431612957207,0.9737316074443981,0.22451453660837828,0.7989039632614662,-0.6912567966903449,0.9178665212110644,0.6702011813984934
553,rough_train:rough_perlin:11,rough_perlin,efficient,balanced,motion,2,1,0.16666666666666666,strict,0.25403556913245684,0.34538314006964577,0.4005812907978979,0.1827580109946635,0.24315338598147487,0.22731852367750197,0.0,0.0,1.0,0.02,0.59,0.02,0.8,0.06,0.81,8.416620848236544,0.984751828425213,0.13032530132904085,0.8778098317652689,-0.25364488739216284,0.9999999436387854,0.9161233719419569
554,rough_train:rough_perlin:11,rough_perlin,efficient,energy,balanced,2,1,0.16666666666666666,strict,0.22736648706705304,0.3773291489102768,0.39530436402266966,0.18024701866144408,0.24854809535792238,0.24832382461147542,0.0,0.0,1.0,0.01,0.58,0.03,0.82,0.03,0.83,8.428042311105642,0.9860881493367094,0.11890383845994279,0.8878931778322754,-0.561963302237503,0.9196556836460996,0.6844032169375481
555,rough_train:rough_perlin:11,rough_perlin,efficient,energy,balanced|motion,3,1,0.16666666666666666,strict,0.20215220341136106,0.3779130763061077,0.419934720282531,0.15492324509841274,0.25115340749046566,0.24152092658849444,0.0,0.0,1.0,0.01,0.5,0.03,0.82,0.05,0.84,8.326706523922402,0.9742317756788047,0.2202396256431829,0.8023265169180047,-0.6418332672305764,0.9196556794816196,0.6981118236983351
556,rough_train:rough_perlin:11,rough_perlin,efficient,energy,stability,2,1,0.16666666666666666,strict,0.2992407143026467,0.3343052574516897,0.3664540282456648,0.2205635473349901,0.23868440113703787,0.23887809087238726,0.0,0.0,1.0,0.02,0.72,0.02,0.78,0.03,0.8,8.52968478968971,0.9979804061504761,0.017261359875874405,0.9828867638993747,-0.16845695665479532,0.9978849314950724,0.8715358014969847
557,rough_train:rough_perlin:11,rough_perlin,efficient,energy,balanced|stability,3,1,0.16666666666666666,strict,0.22469726187648897,0.3681231436272356,0.4071795944962749,0.17934557659473613,0.24606540383450726,0.24724998411289445,0.0,0.0,1.0,0.01,0.58,0.03,0.81,0.04,0.83,8.419266981978794,0.9850614283332906,0.1276791675867912,0.880135709915554,-0.6212569474713963,0.9178665253593565,0.6545456483299348
558,rough_train:rough_perlin:11,rough_perlin,efficient,energy,balanced|motion|stability,4,1,0.16666666666666666,strict,0.20156419271641715,0.36916962829453775,0.42926617898904507,0.1551982977422892,0.2483277102354205,0.24051909035207825,0.0,0.0,1.0,0.01,0.5,0.03,0.82,0.06,0.84,8.322431612957207,0.9737316074443981,0.22451453660837828,0.7989039632614662,-0.6912567966903449,0.9178665212110644,0.6702011813984934
559,rough_train:rough_perlin:12,rough_perlin,fast,motion,stability,2,1,0.3333333333333333,strict,0.38135931170933585,0.37636503385119313,0.24227565443947166,0.242417310752339,0.24402700886403492,0.1738579091581337,1.0,0.0,0.0,0.03,0.81,0.03,0.81,0.01,0.56,8.434242594108696,0.9868135877441304,0.11270355545688915,0.8934154690040181,-0.27042277726290465,0.9979424096928828,0.8880852414283302
560,rough_train:rough_perlin:12,rough_perlin,fast,energy,stability,2,1,0.3333333333333333,strict,0.4240052746733022,0.2978936762816989,0.2781010490449987,0.2519824174863814,0.2272645972867031,0.21862386940476197,1.0,0.0,0.0,0.04,0.85,0.02,0.74,0.01,0.71,8.47714251665161,0.9918329153252564,0.06980363291397573,0.9325769293411347,-1.2912418399866983,0.6020781701702831,0.3154733146604864
561,rough_train:rough_perlin:12,rough_perlin,fast,motion,energy|stability,3,1,0.3333333333333333,strict,0.3834636329917554,0.38079539117972805,0.23574097582851752,0.24361052666620417,0.24454867435137104,0.1703102197360317,0.7,0.3,0.0,0.03,0.81,0.03,0.81,0.01,0.55,8.421685964347912,0.9853444513366871,0.12526018521767313,0.8822673198042185,-0.3021042513432963,0.9950592443338658,0.8748191269433027
562,rough_train:rough_perlin:12,rough_perlin,stable,motion,energy,2,1,0.3333333333333333,strict,0.3586227410182884,0.3616239189172875,0.2797533400644255,0.24097519206325854,0.23989486429722678,0.20047217152599062,0.0,1.0,0.0,0.03,0.8,0.03,0.8,0.02,0.65,8.504811252029285,0.9950701809981052,0.042134897536300286,0.9587404401255023,-0.14577165569456696,0.998930315184478,0.9203324836227315
563,rough_train:rough_perlin:12,rough_perlin,stable,stability,energy,2,1,0.3333333333333333,strict,0.29895274813158385,0.34677118555948283,0.3542760663089356,0.22482060954934469,0.2422365959807105,0.24331245779825614,0.0,0.0,1.0,0.02,0.73,0.02,0.8,0.02,0.8,8.53578391025287,0.9986940084660202,0.011162239312714206,0.988899827331625,-0.32148590889210027,0.8742719781522537,0.7404442026895
564,rough_train:rough_perlin:12,rough_perlin,stable,motion,energy|stability,3,1,0.3333333333333333,strict,0.3834636329917554,0.38079539117972805,0.23574097582851752,0.24361052666620417,0.24454867435137104,0.1703102197360317,0.7,0.3,0.0,0.03,0.81,0.03,0.81,0.01,0.55,8.421685964347912,0.9853444513366871,0.12526018521767313,0.8822673198042185,-0.3021042513432963,0.9950592443338658,0.8748191269433027
565,rough_train:rough_perlin:12,rough_perlin,efficient,energy,motion,2,1,0.3333333333333333,strict,0.17218448504348188,0.1530604166603176,0.6747550982961993,0.14758661858116406,0.13243150455194885,0.17577920123943266,0.0,0.0,1.0,0.01,0.46,0.01,0.41,0.35,0.92,7.567409788615736,0.885393409083356,0.9795363609498491,0.37548514807767314,-1.997714477621388,0.9433785375782094,0.4923436455987885
566,rough_train:rough_perlin:12,rough_perlin,efficient,stability,motion,2,1,0.3333333333333333,strict,0.17866945587245678,0.19475313401451982,0.6265774101130268,0.1445728787724905,0.15671828692760326,0.17738480849423333,0.0,0.0,1.0,0.01,0.46,0.01,0.5,0.31,0.9,7.77492687002031,0.9096730848614841,0.7720192795452752,0.4620790588236865,-1.4399349263303645,0.991442475806673,0.6395873422863664
567,rough_train:rough_perlin:12,rough_perlin,efficient,stability,energy|motion,3,1,0.3333333333333333,strict,0.17962344262297783,0.20082867568143994,0.6195478816955811,0.14678205942236852,0.1599099326357105,0.18086028085011563,0.0,0.0,1.0,0.01,0.47,0.01,0.51,0.3,0.9,7.810492669503311,0.9138343137800504,0.7364534800622744,0.4788090136078594,-1.5691150836768148,0.8677239766394788,0.5414493048199016
568,rough_train:rough_perlin:13,rough_perlin,fast,motion,stability,2,1,0.16666666666666666,strict,0.5137263824658642,0.41712720697996586,0.06914641055417067,0.26270833589420317,0.2723468555035825,0.051180348395822396,1.0,0.0,0.0,0.06,0.9,0.03,0.89,0.0,0.16,7.412635035672159,0.8672846307858065,1.1343111138934256,0.32164362085333514,-1.4069981490648047,0.9994729260977705,0.8314161273807047
569,rough_train:rough_perlin:13,rough_perlin,fast,stability,energy,2,1,0.16666666666666666,strict,0.31863894864839903,0.32909678285792365,0.35226426849367665,0.2303460398430831,0.2365801770053518,0.23625077518788237,0.0,0.0,1.0,0.02,0.75,0.02,0.77,0.03,0.79,8.540083837561665,0.9991971036339958,0.006862312003919513,0.9931611798921443,-0.07135473518306412,0.9999980086490375,0.9429246170528962
570,rough_train:rough_perlin:13,rough_perlin,fast,motion,energy|stability,3,1,0.16666666666666666,strict,0.5155075151725528,0.41609317753439273,0.06839930729305659,0.26270359498472184,0.2722358735861018,0.050965956178741466,1.0,0.0,0.0,0.07,0.9,0.03,0.89,0.0,0.16,7.4060671341704145,0.8665161807000319,1.1408790153951704,0.31953801949323646,-1.4279945182766518,0.9989112989816019,0.8216927408914433
571,rough_train:rough_perlin:13,rough_perlin,fast,balanced,stability,2,1,0.16666666666666666,strict,0.48440379047350396,0.20527236148392372,0.310323848042573,0.2426658324216144,0.1718670281373414,0.23173596794819915,1.0,0.0,0.0,0.07,0.87,0.01,0.55,0.02,0.76,8.302923911416258,0.9714491897013146,0.2440222381493271,0.7834702111415853,-1.0990836236127635,0.9023283260570337,0.4931066455594225
572,rough_train:rough_perlin:13,rough_perlin,fast,balanced,energy|stability,3,1,0.16666666666666666,strict,0.47910764831580843,0.20098554635014682,0.31990680533404503,0.24260391528813174,0.16928379386989015,0.23088017719459772,0.91,0.0,0.09,0.07,0.87,0.01,0.54,0.02,0.76,8.302446132250772,0.9713932891308505,0.24450001731481308,0.7830959748062041,-1.13902779144472,0.8383649635607008,0.47293972922232685
573,rough_train:rough_perlin:13,rough_perlin,fast,motion,balanced|energy|stability,4,1,0.16666666666666666,strict,0.5013394903662428,0.4370326417641275,0.06162786786962947,0.2659190733280568,0.27099186789397056,0.04635737672982898,0.87,0.13,0.0,0.06,0.9,0.04,0.89,0.0,0.15,7.34507693898788,0.8593802757679956,1.201869210577705,0.3006317423561441,-1.5231140668697067,0.994365412460299,0.800970008685558
574,rough_train:rough_perlin:13,rough_perlin,stable,motion,balanced,2,1,0.2,strict,0.4462664307505604,0.4771914936968587,0.07654207555257958,0.27258158908042124,0.2686847391784296,0.054039790354934385,0.0,1.0,0.0,0.04,0.89,0.05,0.89,0.0,0.17,7.514643744794693,0.8792197368853949,1.032302404770892,0.3561859315731241,-1.2646545526878938,0.9991400679475979,0.8558687392506956
575,rough_train:rough_perlin:13,rough_perlin,stable,stability,balanced,2,3,0.2,strict,0.2578514831923069,0.3973185708777087,0.34482994592998256,0.19821700490494568,0.24241759760248469,0.2420425720836048,0.0,1.0,0.0,0.01,0.64,0.04,0.82,0.02,0.79,8.478223433291832,0.9919593834954435,0.06872271627375248,0.9335855122611778,-0.40522952391840406,0.980324438939273,0.7467324257722666
576,rough_train:rough_perlin:13,rough_perlin,stable,motion,balanced|stability,3,1,0.2,strict,0.49900636875000975,0.4389032860437737,0.062090345206214904,0.2660431518025826,0.2710364935562719,0.046442516255292984,0.79,0.21,0.0,0.06,0.9,0.04,0.89,0.0,0.15,7.350007863291946,0.8599571981233934,1.1969382862736389,0.3021177955179361,-1.5061233438283086,0.9953086972674011,0.8089679118334132
577,rough_train:rough_perlin:13,rough_perlin,stable,stability,balanced|energy,3,1,0.2,strict,0.2546986609835197,0.38844085911242476,0.35686047990405534,0.19702240649158248,0.23966770345429922,0.23992941951692484,0.0,0.72,0.28,0.01,0.64,0.04,0.81,0.03,0.8,8.477557351779094,0.9918814513895097,0.0693887977864911,0.9329638752643387,-0.4490683216493796,0.9477778248966112,0.7153274444167941
578,rough_train:rough_perlin:13,rough_perlin,stable,motion,balanced|energy|stability,4,1,0.2,strict,0.5013394903662428,0.4370326417641275,0.06162786786962947,0.2659190733280568,0.27099186789397056,0.04635737672982898,0.87,0.13,0.0,0.06,0.9,0.04,0.89,0.0,0.15,7.34507693898788,0.8593802757679956,1.201869210577705,0.3006317423561441,-1.5231140668697067,0.994365412460299,0.800970008685558
579,rough_train:rough_perlin:13,rough_perlin,efficient,balanced,motion,2,1,0.2,strict,0.2889041760433713,0.27673790665675213,0.43435791729987483,0.20859500158212732,0.19997096569949172,0.20600246649610984,0.0,0.0,1.0,0.02,0.68,0.02,0.65,0.16,0.82,8.30968970167843,0.9722407929410888,0.23725644788715528,0.7887889788108065,-0.3317549171936385,0.9999999999999991,0.9432971325441157
580,rough_train:rough_perlin:13,rough_perlin,efficient,stability,motion,2,3,0.2,strict,0.2748340262833874,0.3061599828803597,0.4190059908362532,0.19855153242121468,0.2207034170161954,0.212027957908998,0.0,0.0,1.0,0.02,0.65,0.02,0.72,0.13,0.81,8.355891798789237,0.9776464777672598,0.1910543507763478,0.82608768842384,-0.2808749813536515,0.9999999999999997,0.9453302675715639
581,rough_train:rough_perlin:13,rough_perlin,efficient,stability,balanced|motion,3,1,0.2,strict,0.22888796593975314,0.35522628138532364,0.41588575267492195,0.1772248186636623,0.2240386997309709,0.21776347121933215,0.0,0.77,0.23,0.01,0.57,0.03,0.75,0.12,0.82,8.327698533919984,0.9743478416958617,0.21924761564560136,0.8031228277529638,-0.6281006142600525,0.9599924954001325,0.7093775661739279
582,rough_train:rough_perlin:13,rough_perlin,efficient,stability,energy|motion,3,1,0.2,strict,0.27346131618312386,0.3045351467256116,0.4220035370912643,0.19783958891165176,0.21985365897407472,0.21178803786861392,0.0,0.0,1.0,0.02,0.65,0.02,0.72,0.13,0.81,8.353585593703258,0.977376649802321,0.19336055586232703,0.8241847559150555,-0.29496818037507033,0.9999980086490372,0.9354937754625072
583,rough_train:rough_perlin:13,rough_perlin,efficient,stability,balanced|energy|motion,4,1,0.2,strict,0.22855284617067737,0.3530211007129257,0.4184260531163968,0.17712078403562564,0.2232471414797498,0.21747127875833533,0.0,0.71,0.29,0.01,0.57,0.03,0.75,0.12,0.82,8.32666453615356,0.9742268630739856,0.22028161341202512,0.8022928297249062,-0.6392493976057727,0.9474208689142767,0.7025290501756184
584,rough_train:rough_perlin:15,rough_perlin,fast,balanced,energy,2,3,0.5,strict,0.3946991876441866,0.25307090339387306,0.35222990896194,0.24175540753387495,0.1927670898683912,0.24379152941178703,1.0,0.0,0.0,0.04,0.82,0.01,0.63,0.02,0.8,8.469894232221247,0.9909848598556743,0.07705191734433825,0.9258417851119513,-0.3660287326368863,0.9885196883481715,0.7831009024250196
585,rough_train:rough_perlin:15,rough_perlin,fast,motion,balanced|energy,3,1,0.5,strict,0.6822489466579088,0.21889954336457448,0.09885150997751764,0.17280672955747703,0.17137022311447708,0.0858228327055871,1.0,0.0,0.0,0.36,0.93,0.01,0.55,0.0,0.27,7.34913339646617,0.8598548847578388,1.1978127530994147,0.30185371900818087,-2.0670660761626136,0.9565699876068486,0.5437948416517265
586,rough_train:rough_perlin:15,rough_perlin,stable,balanced,motion,2,1,0.3333333333333333,strict,0.28155354545294853,0.346079444763703,0.37236700978334814,0.20255343509533064,0.24196911041564734,0.23410671440007863,0.0,0.0,1.0,0.02,0.66,0.02,0.79,0.04,0.8,8.497733611193908,0.9942420909748942,0.04921253837167683,0.9519787761763628,-0.1537204174190716,0.9999958947456317,0.9213869571949335
587,rough_train:rough_perlin:15,rough_perlin,stable,energy,balanced,2,1,0.3333333333333333,strict,0.19449551426935796,0.5149239076146205,0.29058057811602345,0.16327388835486303,0.23465738924850313,0.2226696718457659,0.0,1.0,0.0,0.01,0.52,0.1,0.88,0.02,0.73,8.219650147548528,0.9617060881992695,0.3272960020170572,0.7208703323707543,-1.1824816534924159,0.9316087422771764,0.509274367603347
588,rough_train:rough_perlin:15,rough_perlin,stable,energy,balanced|motion,3,1,0.3333333333333333,strict,0.1801629291190799,0.5197709558674997,0.30006611501342206,0.14730986262009121,0.23516709435592134,0.2227018283380674,0.0,1.0,0.0,0.01,0.47,0.1,0.88,0.02,0.73,8.171912310438145,0.9561207204813732,0.3750338391274397,0.6872660219149774,-1.2287401683274783,0.9275232790416518,0.5095167624566307
589,rough_train:rough_perlin:15,rough_perlin,efficient,balanced,motion,2,1,0.3333333333333333,strict,0.28155354545294853,0.346079444763703,0.37236700978334814,0.20255343509533064,0.24196911041564734,0.23410671440007863,0.0,0.0,1.0,0.02,0.66,0.02,0.79,0.04,0.8,8.497733611193908,0.9942420909748942,0.04921253837167683,0.9519787761763628,-0.1537204174190716,0.9999958947456317,0.9213869571949335
590,rough_train:rough_perlin:15,rough_perlin,efficient,balanced,energy,2,1,0.3333333333333333,strict,0.3946991876441866,0.25307090339387306,0.35222990896194,0.24175540753387495,0.1927670898683912,0.24379152941178703,1.0,0.0,0.0,0.04,0.82,0.01,0.63,0.02,0.8,8.469894232221247,0.9909848598556743,0.07705191734433825,0.9258417851119513,-0.3660287326368863,0.9885196883481715,0.7831009024250196
591,rough_train:rough_perlin:15,rough_perlin,efficient,balanced,energy|motion,3,1,0.3333333333333333,strict,0.3344860141701675,0.2643217986583915,0.4011921871714412,0.20671707575753623,0.1978061920882156,0.2340636578672004,0.5,0.0,0.5,0.03,0.7,0.02,0.64,0.05,0.82,8.44400785219435,0.987956131281292,0.10293829737123517,0.9021826388045904,-0.5433791086171631,0.9446228960556389,0.6852979833637702
592,rough_train:rough_perlin:17,rough_perlin,fast,motion,stability,2,1,0.2,strict,0.49640540022013385,0.3324579283164637,0.1711366714634024,0.22423306193388967,0.23925710719047993,0.13144959506307435,1.0,0.0,0.0,0.11,0.86,0.02,0.78,0.01,0.42,8.128723061263063,0.9510675414371508,0.418223088302522,0.6582153718944392,-0.7833131577864769,0.9992077092058355,0.7718525560974482
593,rough_train:rough_perlin:17,rough_perlin,fast,stability,energy,2,3,0.2,strict,0.39365774538074905,0.36226393537958407,0.24407831923966627,0.2476812022356549,0.24624801812318795,0.19374071036685947,1.0,0.0,0.0,0.03,0.83,0.03,0.81,0.01,0.63,8.46415679828436,0.9903135751843444,0.08278935128122455,0.9205450384308604,-0.5779273400146518,0.8967137753769512,0.642901539901384
594,rough_train:rough_perlin:17,rough_perlin,fast,motion,energy|stability,3,1,0.2,strict,0.5171997761123841,0.3272898649160514,0.15551035897156432,0.22085289990971002,0.23713022027233388,0.11919899644884666,1.0,0.0,0.0,0.13,0.86,0.02,0.78,0.01,0.38,8.028650340539254,0.9393589476338664,0.5182958090263305,0.5955345883355044,-0.8935811300625378,0.9991165313623229,0.7682934825029759
595,rough_train:rough_perlin:17,rough_perlin,fast,stability,balanced|energy,3,1,0.2,strict,0.3264381138678035,0.3838069377803875,0.28975494835181115,0.2182134550311383,0.24755397723221703,0.20009380082745853,0.0,0.98,0.02,0.02,0.72,0.03,0.82,0.02,0.67,8.491027495700035,0.993457469733983,0.05591865386555028,0.9456160549725642,-0.908063169122288,0.6030680529396366,0.4435872071551082
596,rough_train:rough_perlin:17,rough_perlin,fast,motion,balanced|energy|stability,4,1,0.2,strict,0.5239035963206908,0.321584994470911,0.15451140920839845,0.22073521443248403,0.23502144453304963,0.11924630597240236,1.0,0.0,0.0,0.13,0.87,0.02,0.77,0.01,0.38,8.020630278513249,0.9384205935263688,0.5263158710523363,0.5907774657064001,-0.9585404222444902,0.9934057079238804,0.7315865480098245
597,rough_train:rough_perlin:17,rough_perlin,stable,stability,motion,2,1,0.16666666666666666,strict,0.1961494801708299,0.33406976499563157,0.46978075483353826,0.14789079847979056,0.23917095469160854,0.22377470364912858,0.0,0.0,1.0,0.01,0.48,0.02,0.78,0.1,0.84,8.235821323217928,0.963598129565439,0.3111248263476565,0.7326224195805262,-0.6104429465957111,0.9997762280552547,0.8080716946731625
598,rough_train:rough_perlin:17,rough_perlin,stable,stability,balanced,2,1,0.16666666666666666,strict,0.27068914561563456,0.33856649787811016,0.3907443565062562,0.20370932948858636,0.2399635875407387,0.23888237621198152,0.0,0.0,1.0,0.02,0.66,0.02,0.79,0.04,0.81,8.493217271812359,0.9937136754095547,0.0537288777532261,0.9476890112479008,-0.3025901435463272,0.9954158811757652,0.8075768482464799
599,rough_train:rough_perlin:17,rough_perlin,stable,stability,balanced|motion,3,1,0.16666666666666666,strict,0.19380240864008605,0.32767015751873246,0.47852743384118085,0.14750420386094368,0.23675168188001697,0.2240930213070246,0.0,0.0,1.0,0.01,0.47,0.02,0.77,0.1,0.85,8.225295969673153,0.9623666542103134,0.3216501798924316,0.7249517486761168,-0.6847399166448609,0.995194155895567,0.764762914168367
600,rough_train:rough_perlin:17,rough_perlin,stable,stability,energy,2,1,0.16666666666666666,strict,0.39365774538074905,0.36226393537958407,0.24407831923966627,0.2476812022356549,0.24624801812318795,0.19374071036685947,1.0,0.0,0.0,0.03,0.83,0.03,0.81,0.01,0.63,8.46415679828436,0.9903135751843444,0.08278935128122455,0.9205450384308604,-0.5779273400146518,0.8967137753769512,0.642901539901384
601,rough_train:rough_perlin:17,rough_perlin,stable,stability,balanced|energy,3,1,0.16666666666666666,strict,0.3264381138678035,0.3838069377803875,0.28975494835181115,0.2182134550311383,0.24755397723221703,0.20009380082745853,0.0,0.98,0.02,0.02,0.72,0.03,0.82,0.02,0.67,8.491027495700035,0.993457469733983,0.05591865386555028,0.9456160549725642,-0.908063169122288,0.6030680529396366,0.4435872071551082
602,rough_train:rough_perlin:17,rough_perlin,stable,stability,balanced|energy|motion,4,1,0.16666666666666666,strict,0.22997737825495262,0.39859524052599427,0.37142738121905394,0.1619585833605039,0.24889409498762743,0.20122751905844227,0.0,0.82,0.18,0.01,0.53,0.03,0.83,0.06,0.73,8.311144400582311,0.9724109939553955,0.235801748983274,0.7899372642759848,-1.4158914892130747,0.505001568767327,0.3345228988443404
603,rough_train:rough_perlin:17,rough_perlin,efficient,stability,motion,2,6,0.25,strict,0.1961494801708299,0.33406976499563157,0.46978075483353826,0.14789079847979056,0.23917095469160854,0.22377470364912858,0.0,0.0,1.0,0.01,0.48,0.02,0.78,0.1,0.84,8.235821323217928,0.963598129565439,0.3111248263476565,0.7326224195805262,-0.6104429465957111,0.9997762280552547,0.8080716946731625
604,rough_train:rough_perlin:17,rough_perlin,efficient,stability,balanced|motion,3,1,0.25,strict,0.19380240864008605,0.32767015751873246,0.47852743384118085,0.14750420386094368,0.23675168188001697,0.2240930213070246,0.0,0.0,1.0,0.01,0.47,0.02,0.77,0.1,0.85,8.225295969673153,0.9623666542103134,0.3216501798924316,0.7249517486761168,-0.6847399166448609,0.995194155895567,0.764762914168367
605,rough_train:rough_perlin:17,rough_perlin,efficient,energy,motion|stability,3,1,0.25,strict,0.18639392663182078,0.28555288732203354,0.5280531860461447,0.14273740821245276,0.21889319810908112,0.21419380260169124,0.0,0.0,1.0,0.01,0.46,0.02,0.71,0.16,0.87,8.11092249825329,0.9489848603603923,0.43602365131229526,0.6466024327585203,-1.1019994391937598,0.9206481272948415,0.583122825554373
606,rough_train:rough_perlin:17,rough_perlin,efficient,energy,balanced|motion|stability,4,1,0.25,strict,0.18411662785456223,0.2810448235604324,0.5348385485850042,0.1417216913507295,0.21630759341723774,0.2126881382375434,0.0,0.0,1.0,0.01,0.46,0.02,0.7,0.17,0.87,8.092536616003084,0.9468336964325442,0.4544095335625009,0.6348226988017495,-1.137913897543977,0.9203118896611545,0.5775951696767714
607,rough_train:rough_perlin:18,rough_perlin,fast,motion,stability,2,1,0.16666666666666666,strict,0.46973573938572244,0.3446641797569073,0.18560008085737012,0.23178907174422442,0.24394462913032222,0.14276998334737775,1.0,0.0,0.0,0.08,0.85,0.02,0.8,0.01,0.46,8.228287391583262,0.9627166531289635,0.31865875798232324,0.7271236321111143,-0.6816322419368372,0.9982314447403234,0.7657713652586415
608,rough_train:rough_perlin:18,rough_perlin,fast,balanced,stability,2,1,0.16666666666666666,strict,0.4327625049066065,0.3767065990864213,0.19053089600697,0.25513702137589633,0.25197227588570437,0.1650197398251566,1.0,0.0,0.0,0.04,0.86,0.03,0.83,0.01,0.52,8.326735493197758,0.9742351651087657,0.22021065636782744,0.8023497600724654,-1.2432809254441919,0.699687368254834,0.4045728429490882
609,rough_train:rough_perlin:18,rough_perlin,fast,motion,balanced|stability,3,1,0.16666666666666666,strict,0.48492622128878504,0.3308219184500781,0.18425186026113646,0.22964324511171472,0.23820310054522573,0.14289717831459292,1.0,0.0,0.0,0.09,0.85,0.02,0.78,0.01,0.46,8.209125205076845,0.9604746609400469,0.33782094448874034,0.7133230008786999,-0.776041257734807,0.99413511900621,0.7205665843761975
610,rough_train:rough_perlin:18,rough_perlin,fast,stability,energy,2,1,0.16666666666666666,strict,0.3878229090355889,0.34517923538721235,0.26699785557719996,0.24046025725074607,0.24188264915902252,0.20147727133909424,1.0,0.0,0.0,0.04,0.81,0.02,0.79,0.02,0.66,8.491907100845328,0.9935603842873101,0.055039048720257,0.9464481896413058,-0.30790066611403333,0.9924591937397981,0.8042640542066138
611,rough_train:rough_perlin:18,rough_perlin,fast,balanced,energy|stability,3,1,0.16666666666666666,strict,0.45765361188535636,0.3726601533893222,0.1696862347253207,0.25171190761574236,0.25232800789115617,0.14489852456290325,1.0,0.0,0.0,0.05,0.87,0.03,0.83,0.01,0.46,8.233947854910163,0.9633789321731797,0.31299829465542217,0.7312511596030186,-1.3578218309562224,0.6980944521239915,0.40068363214372765
612,rough_train:rough_perlin:18,rough_perlin,fast,motion,balanced|energy|stability,4,1,0.16666666666666666,strict,0.4966784726517454,0.32810574275977133,0.17521578458848475,0.22625620931847207,0.2374950656159158,0.1346802259405882,1.0,0.0,0.0,0.1,0.86,0.02,0.78,0.01,0.43,8.151887333041003,0.9537777810212761,0.39505881652458186,0.6736404168955147,-0.8237336308557568,0.9941218151503203,0.7266502632694188
613,rough_train:rough_perlin:18,rough_perlin,stable,motion,balanced,2,1,0.16666666666666666,strict,0.4102042005108105,0.33146269325224986,0.2583331062369392,0.2366802216859741,0.23747667147231974,0.19634254915185537,1.0,0.0,0.0,0.05,0.82,0.02,0.78,0.01,0.64,8.462253714751077,0.9900909127854031,0.08469243481450839,0.9187948302509913,-0.3894374966870515,0.995889176467694,0.7763861188744107
614,rough_train:rough_perlin:18,rough_perlin,stable,stability,balanced,2,1,0.16666666666666666,strict,0.2930291610496211,0.31575173682841257,0.39121910212196664,0.21999807158816773,0.2315380061304651,0.24033753903805227,0.0,0.0,1.0,0.02,0.72,0.02,0.76,0.04,0.82,8.512314520159972,0.9959480697784233,0.03463162940561304,0.9659611824215698,-0.34029037245213445,0.9866935899689786,0.7586402628076228
615,rough_train:rough_perlin:18,rough_perlin,stable,motion,balanced|stability,3,1,0.16666666666666666,strict,0.48492622128878504,0.3308219184500781,0.18425186026113646,0.22964324511171472,0.23820310054522573,0.14289717831459292,1.0,0.0,0.0,0.09,0.85,0.02,0.78,0.01,0.46,8.209125205076845,0.9604746609400469,0.33782094448874034,0.7133230008786999,-0.776041257734807,0.99413511900621,0.7205665843761975
616,rough_train:rough_perlin:18,rough_perlin,stable,stability,energy,2,1,0.16666666666666666,strict,0.3878229090355889,0.34517923538721235,0.26699785557719996,0.24046025725074607,0.24188264915902252,0.20147727133909424,1.0,0.0,0.0,0.04,0.81,0.02,0.79,0.02,0.66,8.491907100845328,0.9935603842873101,0.055039048720257,0.9464481896413058,-0.30790066611403333,0.9924591937397981,0.8042640542066138
