context_id,context_index,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,J_motion_s_per_m,J_stability,J_energy_j_per_m,regret_motion,regret_stability,regret_energy
rough_seed_22,16,lm040_ls040_le020,0.37,0.37,0.26,0.4,0.4,0.2,4.479937564591411,0.29399359329797875,128.9740738343802,0.5156647562688486,0.46192818553526344,0.576034244279939
rough_seed_22,16,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,4.502268904095968,0.2918907353996407,128.5473484424561,1.0,0.0,0.0
rough_seed_20,17,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.632606806971819,0.22774435576043645,124.89680162820964,0.0,0.9724201115942989,1.0
rough_seed_20,17,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.63301130308855,0.22794681138057118,124.85253221339114,0.002864142927763102,1.0,0.9667764500057661
rough_seed_20,17,lm080_ls000_le020,0.59,0.15,0.26,0.8,0.0,0.2,4.653643761720578,0.2256445447741865,124.09587526982506,0.1489577839519375,0.686369506354017,0.39891645239527207
rough_seed_20,17,lm060_ls020_le020,0.48,0.26,0.26,0.6,0.2,0.2,4.653064797098879,0.22594165068589384,123.5643306903904,0.14485827011712582,0.7268433044343523,0.0
rough_seed_20,17,lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,4.69449204661985,0.22263975962947358,124.60589204951746,0.43819498912261073,0.2770371355404156,0.7816766051436057
rough_seed_20,17,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,4.694172049186776,0.223130957255502,124.62100464834357,0.4359291617217268,0.3439514336072868,0.7930183900915317
rough_seed_20,17,lm020_ls020_le060,0.26,0.26,0.48,0.2,0.2,0.6,4.711183986058905,0.2212657703125307,124.442971800544,0.5563867301990284,0.08986291925197469,0.6594073350609846
rough_seed_20,17,lm000_ls060_le040,0.15,0.48,0.37,0.0,0.6,0.4,4.689046959565302,0.22455241439048165,124.31669622533967,0.39963959406864585,0.537592040522202,0.5646393580490444
rough_seed_20,17,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,4.712808678229512,0.22104403699526398,124.43102241725964,0.5678907975998506,0.05965689117544133,0.6504394972303772
rough_seed_20,17,lm000_ls000_le100,0.15,0.15,0.7,0.0,0.0,1.0,4.773834436644039,0.2206061137984559,124.84191224528043,1.0,0.0,0.9588063188687238
rough_seed_28,18,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.683081145864362,0.25368674993953216,119.71966610602774,0.0,1.0,1.0
rough_seed_28,18,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,4.683597651869422,0.25357164773810215,119.64963779012226,0.017290715137091857,0.5671160513923715,0.7282364576305951
rough_seed_28,18,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.6879853814544115,0.2535723489037948,119.63659923958275,0.16417571087646976,0.5697530415619931,0.6776368874972689
